0.000000000000000000e+00,3.981481481481481399e-01,0.000000000000000000e+00,1.917808219178082085e-01
1.000000000000000000e+00,8.693693693693693714e-01,4.495412844036697497e-01,8.464912280701754055e-01
1.000000000000000000e+00,5.935828877005348003e-01,8.196721311475409222e-02,3.160621761658031215e-01
0.000000000000000000e+00,5.445026178010471396e-01,0.000000000000000000e+00,2.425742574257425677e-01
0.000000000000000000e+00,3.295019157088122652e-01,0.000000000000000000e+00,1.611721611721611824e-01
0.000000000000000000e+00,5.903083700440528991e-01,0.000000000000000000e+00,3.016528925619834656e-01
1.000000000000000000e+00,7.597765363128491378e-01,2.457142857142857184e-01,4.843049327354260192e-01
0.000000000000000000e+00,5.161290322580645018e-01,0.000000000000000000e+00,2.708333333333333148e-01
0.000000000000000000e+00,4.408602150537634379e-01,0.000000000000000000e+00,2.239583333333333426e-01
1.000000000000000000e+00,9.794520547945205768e-01,7.887323943661971315e-01,9.000000000000000222e-01
1.000000000000000000e+00,9.513888888888888395e-01,5.214285714285714635e-01,8.940397350993377623e-01
1.000000000000000000e+00,9.764705882352940902e-01,5.783132530120481674e-01,8.232044198895027698e-01
1.000000000000000000e+00,8.117647058823529438e-01,2.831325301204819511e-01,4.597701149425287293e-01
0.000000000000000000e+00,4.411764705882352811e-01,0.000000000000000000e+00,3.055555555555555802e-01
0.000000000000000000e+00,4.888888888888888729e-01,0.000000000000000000e+00,2.826086956521738913e-01
1.000000000000000000e+00,8.139534883720930258e-01,6.341463414634146423e-01,7.888888888888888618e-01
0.000000000000000000e+00,6.111111111111111605e-01,0.000000000000000000e+00,3.246753246753246724e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.659090909090909394e-01,1.000000000000000000e+00
1.000000000000000000e+00,6.340206185567009989e-01,5.263157894736841987e-03,3.689320388349514590e-01
1.000000000000000000e+00,5.829383886255924407e-01,8.695652173913043237e-02,4.166666666666666852e-01
1.000000000000000000e+00,6.379310344827586743e-01,3.070175438596491335e-01,4.898785425101214730e-01
0.000000000000000000e+00,4.203821656050955591e-01,0.000000000000000000e+00,2.187500000000000000e-01
1.000000000000000000e+00,6.877637130801688148e-01,7.725321888412017834e-02,5.163934426229508379e-01
1.000000000000000000e+00,6.766467065868263520e-01,1.104294478527607370e-01,4.725274725274725141e-01
1.000000000000000000e+00,7.692307692307692735e-01,4.508474576271186418e-01,6.064516129032258007e-01
1.000000000000000000e+00,7.122641509433962348e-01,8.653846153846153633e-02,5.366972477064220204e-01
1.000000000000000000e+00,6.299212598425196763e-01,2.800000000000000266e-01,3.943661971830985657e-01
1.000000000000000000e+00,7.157360406091370919e-01,5.181347150259067551e-03,3.431372549019607865e-01
0.000000000000000000e+00,3.320610687022900742e-01,0.000000000000000000e+00,1.530249110320284767e-01
1.000000000000000000e+00,7.172131147540983243e-01,7.916666666666666297e-02,4.559386973180076796e-01
1.000000000000000000e+00,8.782608695652174280e-01,4.734513274336283328e-01,8.199999999999999512e-01
1.000000000000000000e+00,5.298013245033112995e-01,3.154362416107382439e-01,4.500000000000000111e-01
0.000000000000000000e+00,5.721153846153845812e-01,0.000000000000000000e+00,2.293577981651376274e-01
0.000000000000000000e+00,3.196721311475410054e-01,0.000000000000000000e+00,1.653543307086614289e-01
0.000000000000000000e+00,5.300000000000000266e-01,0.000000000000000000e+00,2.604651162790697638e-01
1.000000000000000000e+00,7.800000000000000266e-01,6.071428571428570953e-01,6.699029126213592589e-01
0.000000000000000000e+00,6.526946107784431517e-01,0.000000000000000000e+00,3.551912568306010987e-01
0.000000000000000000e+00,4.439461883408071796e-01,0.000000000000000000e+00,2.337662337662337608e-01
1.000000000000000000e+00,6.650246305418718862e-01,1.809045226130653328e-01,3.492647058823529216e-01
1.000000000000000000e+00,7.281553398058252524e-01,3.465346534653465649e-02,3.476190476190476053e-01
1.000000000000000000e+00,7.620481927710843761e-01,2.896341463414633943e-01,5.677233429394812347e-01
1.000000000000000000e+00,9.470198675496688256e-01,2.857142857142856984e-01,7.743902439024390461e-01
1.000000000000000000e+00,3.684210526315789269e-01,0.000000000000000000e+00,1.929824561403508665e-01
0.000000000000000000e+00,5.328947368421053099e-01,0.000000000000000000e+00,2.181818181818181712e-01
0.000000000000000000e+00,6.184971098265895639e-01,5.917159763313609329e-03,2.666666666666666630e-01
0.000000000000000000e+00,5.103092783505154273e-01,1.052631578947368397e-02,2.211055276381909684e-01
0.000000000000000000e+00,5.798319327731092931e-01,0.000000000000000000e+00,2.289156626506023973e-01
0.000000000000000000e+00,4.070351758793969710e-01,0.000000000000000000e+00,1.722488038277512068e-01
0.000000000000000000e+00,5.154639175257731409e-01,0.000000000000000000e+00,2.368421052631578816e-01
1.000000000000000000e+00,5.845410628019324095e-01,4.926108374384236682e-02,2.949308755760368661e-01
1.000000000000000000e+00,6.171875000000000000e-01,1.693548387096774077e-01,5.037593984962406291e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.425196850393700254e-01,9.117647058823529216e-01
1.000000000000000000e+00,9.916666666666666963e-01,8.879310344827586743e-01,9.923076923076923350e-01
0.000000000000000000e+00,5.505617977528090012e-01,0.000000000000000000e+00,2.833333333333333259e-01
0.000000000000000000e+00,4.193548387096774355e-01,0.000000000000000000e+00,2.616822429906541791e-01
1.000000000000000000e+00,8.351648351648351953e-01,3.448275862068965469e-02,6.470588235294117974e-01
1.000000000000000000e+00,9.270833333333333703e-01,2.934782608695652439e-01,8.499999999999999778e-01
0.000000000000000000e+00,4.928909952606634892e-01,0.000000000000000000e+00,2.350230414746543872e-01
1.000000000000000000e+00,7.087378640776699212e-01,3.217821782178217904e-01,6.619718309859154992e-01
1.000000000000000000e+00,8.633879781420764621e-01,3.072625698324022436e-01,7.911111111111110983e-01
1.000000000000000000e+00,9.606060606060605744e-01,8.650306748466257689e-01,9.298245614035087758e-01
0.000000000000000000e+00,4.380165289256198191e-01,0.000000000000000000e+00,2.230769230769230893e-01
1.000000000000000000e+00,7.336683417085426706e-01,7.179487179487178961e-02,4.900990099009900902e-01
1.000000000000000000e+00,5.138888888888888395e-01,0.000000000000000000e+00,2.520325203252032353e-01
